SRC_NAME,CODE,SRC_TYPE,CLASS,SRC_WEIGHT,RTE_ADJ_F,DEP_BEST,DEP_UPPER,DEP_LOWER,USD,LSD,OW_LSD,MIN_MAG,MIN_RMAG,MMAX_BEST,MMAX_LOWER,MMAX_UPPER,N0_BEST,N0_LOWER,N0_UPPER,BVAL_BEST,BVAL_LOWER,BVAL_UPPER,BVAL_FIX,BVAL_FIX_S,YCOMP,MCOMP,CAT_YMAX,PREF_STK,PREF_DIP,PREF_RKE,SHMAX,SHMAX_SIG,TRT,GMM_TRT,DOMAIN,CAT_FILE
South Bismark Plate,SBS,area,9.0,1.0,1.0,27.5,-999.0,-999.0,1.0,60.0,999,4.5,5.75,8.0,7.8,8.2,209703.8,463111.6,93165.38,0.924,0.995,0.853,0.924,0.071,1975;1964;1904,5.75;6.25;7.5,2022.934,90.0,45.0,90.0,26.06,15.0,Active,Non_cratonic,9,ISC-GEM_V9.1_hmtk_GK74_declustered_clip.csv
New Britain Outer Trench,NBOT,area,9.0,1.0,1.0,20.0,-999.0,-999.0,1.0,30.0,999,4.5,6.0,8.2,8.0,8.4,159478.4,339386.8,71680.95,0.924,0.995,0.853,0.924,0.071,1975;1964;1904,5.75;6.25;7.5,2022.934,270.0,45.0,90.0,98.4,15.0,Active,Non_cratonic,9,ISC-GEM_V9.1_hmtk_GK74_declustered_clip.csv
New Britain Trench,NBT,area,10.0,1.0,1.0,25.0,-999.0,-999.0,1.0,60.0,999,4.5,6.1,8.8,8.6,9.0,15864.29,49767.36,4947.108,0.703,0.795,0.611,0.703,0.092,1975;1964;1904,5.75;6.25;7.5,2022.934,250.0,45.0,90.0,9.57,15.0,Interface,Subduction,10,ISC-GEM_V9.1_hmtk_GK74_declustered_clip.csv
Woodlark Microplate,WM,area,9.0,1.0,1.0,17.5,-999.0,-999.0,1.0,40.0,999,4.5,5.75,8.4,8.2,8.6,61132.46,116093.8,30044.92,0.924,0.995,0.853,0.924,0.071,1975;1964;1904,5.75;6.25;7.5,2022.934,90.0,45.0,90.0,73.57,16.45,Active,Non_cratonic,9,ISC-GEM_V9.1_hmtk_GK74_declustered_clip.csv
Woodlark Basin,WB,area,9.0,1.0,1.0,10.0,-999.0,-999.0,1.0,35.0,999,4.5,5.75,7.6,7.4,7.8,36999.68,63779.07,21036.66,0.924,0.995,0.853,0.924,0.071,1975;1964;1904,5.75;6.25;7.5,2022.934,90.0,90.0,0.0,71.86,15.0,Active,Non_cratonic,9,ISC-GEM_V9.1_hmtk_GK74_declustered_clip.csv
Papaua Fold-Thrust Belt - Fly Platform Boundary,PFTB-FPB,area,9.0,1.0,1.0,20.0,-999.0,-999.0,1.0,50.0,999,4.5,5.75,8.0,7.8,8.2,50953.45,94265.24,25423.39,0.924,0.995,0.853,0.924,0.071,1975;1964;1904,5.75;6.25;7.5,2022.934,300.0,45.0,90.0,28.41,15.0,Active,Non_cratonic,9,ISC-GEM_V9.1_hmtk_GK74_declustered_clip.csv
Region of New Britain Deep,RNBD,area,11.7,1.0,1.0,100.0,-999.0,-999.0,60.0,200.0,400,4.5,5.75,8.3,8.1,8.5,62308.47,95119.33,39207.72,0.861,0.907,0.815,0.861,0.046,1975;1964;1904,5.75;6.25;7.5,2022.934,250.0,45.0,90.0,0.51,15.0,Intraslab,Subduction,11,ISC-GEM_V9.1_hmtk_GK74_declustered_clip.csv
Bewani-Torricelli Fault Zone Deep,BTFZD,area,11.4,1.0,1.0,100.0,-999.0,-999.0,60.0,200.0,400,4.5,5.75,8.3,8.1,8.5,66602.2,102902.5,41546.19,0.861,0.907,0.815,0.861,0.046,1975;1964;1904,5.75;6.25;7.5,2022.934,300.0,45.0,90.0,32.92,15.0,Intraslab,Subduction,11,ISC-GEM_V9.1_hmtk_GK74_declustered_clip.csv
Owen Stanley Fault Zone Deep,OSFZD,area,11.4,1.0,1.0,100.0,-999.0,-999.0,60.0,180.0,380,4.5,5.75,8.3,8.1,8.5,16249.47,18745.04,13548.39,0.861,0.907,0.815,0.861,0.046,1975;1964;1904,5.75;6.25;7.5,2022.934,300.0,45.0,90.0,36.15,15.0,Intraslab,Subduction,11,ISC-GEM_V9.1_hmtk_GK74_declustered_clip.csv
Mamberamo Thrust Belt Deep,MTBD,area,11.5,1.0,1.0,100.0,-999.0,-999.0,60.0,130.0,330,4.5,5.75,8.3,8.1,8.5,20612.16,26786.4,14354.55,0.861,0.907,0.815,0.861,0.046,1975;1964;1904,5.75;6.25;7.5,2022.934,300.0,45.0,90.0,41.28,15.0,Intraslab,Subduction,11,ISC-GEM_V9.1_hmtk_GK74_declustered_clip.csv
Bismake Sea Seismic Lineation,BSSL,area,9.0,1.0,1.0,20.0,-999.0,-999.0,1.0,50.0,999,4.5,5.75,8.2,8.0,8.4,270805.0,609816.2,118515.2,0.924,0.995,0.853,0.924,0.071,1975;1964;1904,5.75;6.25;7.5,2022.934,100.0,90.0,0.0,35.34,15.0,Active,Non_cratonic,9,ISC-GEM_V9.1_hmtk_GK74_declustered_clip.csv
Wandamen Ransiki Fault Zone,WRFS,area,9.0,1.0,1.0,10.0,-999.0,-999.0,0.0,35.0,999,4.5,5.75,7.2,7.0,7.4,28421.74,45943.59,17128.78,0.924,0.995,0.853,0.924,0.071,1975;1964;1904,5.75;6.25;7.5,2022.934,160.0,90.0,0.0,26.28,15.0,Active,Non_cratonic,9,ISC-GEM_V9.1_hmtk_GK74_declustered_clip.csv
Cendrawasih,CDW,area,9.0,1.0,1.0,10.0,-999.0,-999.0,0.0,35.0,999,4.5,5.75,7.6,7.4,7.8,17996.91,22097.71,13208.35,0.924,0.995,0.853,0.924,0.071,1975;1964;1904,5.75;6.25;7.5,2022.934,50.0,40.0,90.0,21.33,15.0,Active,Non_cratonic,9,ISC-GEM_V9.1_hmtk_GK74_declustered_clip.csv
Waropen,WRP,area,9.0,1.0,1.0,10.0,-999.0,-999.0,0.0,35.0,999,4.5,5.75,7.8,7.6,8.0,12750.07,15151.72,9668.591,0.924,0.995,0.853,0.924,0.071,1975;1964;1904,5.75;6.25;7.5,2022.934,90.0,30.0,90.0,39.74,15.0,Active,Non_cratonic,9,ISC-GEM_V9.1_hmtk_GK74_declustered_clip.csv
Northeastern Coral Sea,NECS,area,7.0,1.0,1.0,10.0,5.0,15.0,0.0,20.0,999,4.5,3.55,7.7,7.5,7.9,2611.449,2611.449,2611.449,1.084,1.198,0.97,1.084,0.114,2000;1975;1964;1904,3.55;5.75;6.25;7.5,2022.91,-999.0,-999.0,-999.0,45.91,23.09,Extended,Non_cratonic,7,NSHA23CAT_V0.1_hmtk_declustered.csv
Northwestern Oceanic,NWO,area,8.0,1.0,1.0,10.0,-999.0,-999.0,0.0,20.0,999,4.5,3.5,7.7,7.5,7.9,239.7173,239.7173,239.7173,1.0,1.1,0.9,1.0,0.1,2000;1975;1964;1904,3.55;5.75;6.25;7.5,2022.91,-999.0,-999.0,-999.0,98.5,15.0,Oceanic,Non_cratonic,8,NSHA23CAT_V0.1_hmtk_declustered.csv
Lengguru,LGR,area,9.0,1.0,1.0,10.0,-999.0,-999.0,0.0,35.0,999,4.5,5.75,7.0,6.8,7.2,8577.944,7773.855,7773.582,0.924,0.995,0.853,0.924,0.071,1975;1964;1904,5.75;6.25;7.5,2022.934,155.0,45.0,-90.0,24.71,15.0,Active,Non_cratonic,9,ISC-GEM_V9.1_hmtk_GK74_declustered_clip.csv
Banda 40-100km,BS_40_100,area,11.1,1.0,1.0,60.0,-999.0,-999.0,40.0,100.0,300,4.5,5.75,8.3,8.1,8.5,71131.82,109657.8,44443.66,0.861,0.907,0.815,0.861,0.046,1975;1964;1904,5.75;6.25;7.5,2022.934,0.0,45.0,-90.0,172.23,15.0,Intraslab,Subduction,11,ISC-GEM_V9.1_hmtk_GK74_declustered_clip.csv
Seram 40-100km,SRM_40_100,area,11.3,1.0,1.0,60.0,-999.0,-999.0,40.0,100.0,300,4.5,5.75,8.3,8.1,8.5,6203.801,6838.139,5352.97,0.861,0.907,0.815,0.861,0.046,1975;1964;1904,5.75;6.25;7.5,2022.934,285.0,45.0,-90.0,32.05,15.0,Intraslab,Subduction,11,ISC-GEM_V9.1_hmtk_GK74_declustered_clip.csv
Banda 100-200km,BS_100_200,area,11.1,1.0,1.0,150.0,-999.0,-999.0,100.0,200.0,400,4.5,5.75,8.3,8.1,8.5,27241.68,40970.79,17324.1,0.861,0.907,0.815,0.861,0.046,1975;1964;1904,5.75;6.25;7.5,2022.934,0.0,45.0,-90.0,101.32,70.91,Intraslab,Subduction,11,ISC-GEM_V9.1_hmtk_GK74_declustered_clip.csv
Banda 200-300km,BS_200_300,area,11.1,1.0,1.0,250.0,-999.0,-999.0,200.0,300.0,500,4.5,5.75,8.3,8.1,8.5,31276.51,30131.17,29893.91,0.861,0.907,0.815,0.861,0.046,1975;1964;1904,5.75;6.25;7.5,2022.934,0.0,45.0,-90.0,169.74,15.0,Intraslab,Subduction,11,ISC-GEM_V9.1_hmtk_GK74_declustered_clip.csv
Seram 100-200km,SRM_100_200,area,11.3,1.0,1.0,150.0,-999.0,-999.0,100.0,200.0,400,4.5,5.75,8.3,8.1,8.5,2289.561,1494.4,2836.296,0.861,0.907,0.815,0.861,0.046,1975;1964;1904,5.75;6.25;7.5,2022.934,285.0,45.0,-90.0,30.42,15.0,Intraslab,Subduction,11,ISC-GEM_V9.1_hmtk_GK74_declustered_clip.csv
Seram 200-300km,SRM_200_300,area,11.3,1.0,1.0,250.0,-999.0,-999.0,200.0,300.0,500,4.5,5.75,8.3,8.1,8.5,1689.697,1689.697,1689.697,0.861,0.907,0.815,0.861,0.046,1975;1964;1904,5.75;6.25;7.5,2022.934,285.0,45.0,-90.0,30.42,15.0,Intraslab,Subduction,11,ISC-GEM_V9.1_hmtk_GK74_declustered_clip.csv
Timor 40-100km,TMR_40_100,area,11.3,1.0,1.0,60.0,-999.0,-999.0,40.0,100.0,300,4.5,5.75,8.3,8.1,8.5,10460.96,11530.59,9026.275,0.861,0.907,0.815,0.861,0.046,1975;1964;1904,5.75;6.25;7.5,2022.934,80.0,45.0,-90.0,163.06,15.0,Intraslab,Subduction,11,ISC-GEM_V9.1_hmtk_GK74_declustered_clip.csv
Nusa Tenggara 40-100km,NT_40_100,area,11.3,1.0,1.0,60.0,-999.0,-999.0,40.0,100.0,300,4.5,5.75,8.3,8.1,8.5,22138.46,30912.4,14783.72,0.861,0.907,0.815,0.861,0.046,1975;1964;1904,5.75;6.25;7.5,2022.934,85.0,45.0,-90.0,166.76,23.83,Intraslab,Subduction,11,ISC-GEM_V9.1_hmtk_GK74_declustered_clip.csv
Timor 100-200km,TMR_100_200,area,11.3,1.0,1.0,150.0,-999.0,-999.0,100.0,200.0,400,4.5,5.75,8.3,8.1,8.5,4282.607,2769.71,5369.316,0.861,0.907,0.815,0.861,0.046,1975;1964;1904,5.75;6.25;7.5,2022.934,80.0,45.0,-90.0,161.67,15.0,Intraslab,Subduction,11,ISC-GEM_V9.1_hmtk_GK74_declustered_clip.csv
Nusa Tenggara 100-200km,NT_100_200,area,11.3,1.0,1.0,150.0,-999.0,-999.0,100.0,200.0,400,4.5,5.75,8.3,8.1,8.5,12877.63,8328.412,16145.33,0.861,0.907,0.815,0.861,0.046,1975;1964;1904,5.75;6.25;7.5,2022.934,85.0,45.0,-90.0,170.97,15.0,Intraslab,Subduction,11,ISC-GEM_V9.1_hmtk_GK74_declustered_clip.csv
Banda 300-400km,BS_300_400,area,11.2,1.0,1.0,350.0,-999.0,-999.0,300.0,400.0,600,4.5,5.75,8.3,8.1,8.5,17911.51,21392.75,14519.31,0.861,0.907,0.815,0.861,0.046,1975;1964;1904,5.75;6.25;7.5,2022.934,0.0,45.0,-90.0,29.05,15.0,Intraslab,Subduction,11,ISC-GEM_V9.1_hmtk_GK74_declustered_clip.csv
Timor 200-300km,TMR_200_300,area,11.3,1.0,1.0,250.0,-999.0,-999.0,200.0,300.0,500,4.5,5.75,8.3,8.1,8.5,3880.935,2533.092,4807.682,0.861,0.907,0.815,0.861,0.046,1975;1964;1904,5.75;6.25;7.5,2022.934,80.0,45.0,-90.0,22.52,15.0,Intraslab,Subduction,11,ISC-GEM_V9.1_hmtk_GK74_declustered_clip.csv
Nusa Tenggara 200-300km,NT_200_300,area,11.3,1.0,1.0,250.0,-999.0,-999.0,200.0,300.0,500,4.5,5.75,8.3,8.1,8.5,7201.144,4657.228,9028.429,0.861,0.907,0.815,0.861,0.046,1975;1964;1904,5.75;6.25;7.5,2022.934,85.0,45.0,-90.0,129.5,15.0,Intraslab,Subduction,11,ISC-GEM_V9.1_hmtk_GK74_declustered_clip.csv
Timor 300-400km,TMR_300_400,area,11.2,1.0,1.0,350.0,-999.0,-999.0,300.0,400.0,600,4.5,5.75,8.3,8.1,8.5,8858.383,8533.99,8466.792,0.861,0.907,0.815,0.861,0.046,1975;1964;1904,5.75;6.25;7.5,2022.934,80.0,45.0,-90.0,22.52,15.0,Intraslab,Subduction,11,ISC-GEM_V9.1_hmtk_GK74_declustered_clip.csv
Nusa Tenggara 300-400km,NT_300_400,area,11.2,1.0,1.0,350.0,-999.0,-999.0,300.0,400.0,600,4.5,5.75,8.3,8.1,8.5,16711.9,10808.16,20952.53,0.861,0.907,0.815,0.861,0.046,1975;1964;1904,5.75;6.25;7.5,2022.934,85.0,45.0,-90.0,170.17,15.0,Intraslab,Subduction,11,ISC-GEM_V9.1_hmtk_GK74_declustered_clip.csv
Banda 400-500km,BS_400_500,area,11.2,1.0,1.0,450.0,-999.0,-999.0,400.0,500.0,700,4.5,5.75,8.3,8.1,8.5,63993.05,100377.3,39473.12,0.861,0.907,0.815,0.861,0.046,1975;1964;1904,5.75;6.25;7.5,2022.934,0.0,45.0,-90.0,68.42,66.28,Intraslab,Subduction,11,ISC-GEM_V9.1_hmtk_GK74_declustered_clip.csv
Banda_500_600km,BS_500_600,area,11.2,1.0,1.0,550.0,-999.0,-999.0,500.0,600.0,800,4.5,5.75,8.3,8.1,8.5,63995.82,98194.56,40121.79,0.861,0.907,0.815,0.861,0.046,1975;1964;1904,5.75;6.25;7.5,2022.934,0.0,45.0,-90.0,68.42,66.28,Intraslab,Subduction,11,ISC-GEM_V9.1_hmtk_GK74_declustered_clip.csv
Banda Sea,BS,area,9.0,1.0,1.0,1.0,-999.0,-999.0,0.0,40.0,999,4.5,5.75,8.0,7.8,8.2,111927.1,232389.0,51982.92,0.924,0.995,0.853,0.924,0.071,1975;1964;1904,5.75;6.25;7.5,2022.934,225.0,30.0,90.0,172.23,66.63,Active,Non_cratonic,9,ISC-GEM_V9.1_hmtk_GK74_declustered_clip.csv
ZONE 12,Z012,area,5.0,1.0,1.0,10.0,5.0,15.0,0.0,20.0,999,4.5,3.0,7.5,7.3,7.7,18266.75,26716.14,12396.41,1.246,1.313,1.179,1.246,0.067,1980;1970;1960;1950;1910;1885,3.05;3.45;4.05;4.55;5.65;6.45,2022.91,-999.0,-999.0,-999.0,134.37,15.0,Extended,Non_cratonic,5,NSHA23CAT_V0.1_hmtk_declustered.csv
ZONE 13,Z013,area,7.0,1.0,1.0,10.0,5.0,15.0,0.0,20.0,999,4.5,3.5,7.7,7.5,7.9,449.7234,615.9845,319.8683,1.084,1.198,0.97,1.084,0.114,2000;1980;1964;1900,3.0;3.5;5.0;6.0,2022.91,-999.0,-999.0,-999.0,133.19,15.0,Extended,Non_cratonic,7,NSHA23CAT_V0.1_hmtk_declustered.csv
ZONE 16,Z016,area,5.0,1.0,1.0,10.0,5.0,15.0,0.0,20.0,999,4.5,3.0,7.5,7.3,7.7,6140.58,8348.184,4414.103,1.246,1.313,1.179,1.246,0.067,1980;1970;1960;1950;1910;1885,3.05;3.45;4.05;4.55;5.65;6.45,2022.91,-999.0,-999.0,-999.0,128.14,15.0,Extended,Non_cratonic,5,NSHA23CAT_V0.1_hmtk_declustered.csv
ZONE 20,Z020,area,3.0,1.0,1.0,5.0,2.5,10.0,0.0,20.0,999,4.5,3.2,7.5,7.3,7.7,5118.528,6374.323,4073.107,1.004,1.048,0.96,1.004,0.044,1995;1970;1960;1930;1905;1880,3.05;3.95;4.55;5.55;6.05;6.55,2022.91,-999.0,-999.0,-999.0,37.11,15.0,Cratonic,Cratonic,3,NSHA23CAT_V0.1_hmtk_declustered.csv
ZONE 21,Z021,area,1.0,1.0,1.0,5.0,2.5,10.0,0.0,20.0,999,4.5,3.2,7.3,7.1,7.5,4501.393,6222.593,3220.105,1.052,1.112,0.992,1.052,0.06,1985;1970;1960;1930;1905;1880,3.05;4.05;4.55;5.55;6.05;6.45,2022.91,-999.0,-999.0,-999.0,87.53,15.0,Cratonic,Cratonic,1,NSHA23CAT_V0.1_hmtk_declustered.csv
ZONE 22,Z022,area,1.0,1.0,1.0,5.0,2.5,10.0,0.0,20.0,999,4.5,3.0,7.3,7.1,7.5,7337.807,10486.5,5105.534,1.052,1.112,0.992,1.052,0.06,1980;1960;1950;1900;1880,3.15;3.55;4.55;5.65;6.45,2022.91,-999.0,-999.0,-999.0,88.61,15.0,Cratonic,Cratonic,1,NSHA23CAT_V0.1_hmtk_declustered.csv
ZONE 23,Z023,area,6.0,1.0,0.9996,10.0,5.0,15.0,0.0,20.0,999,4.5,3.2,7.7,7.5,7.9,3800.957,4866.649,2937.379,1.016,1.065,0.967,1.016,0.049,1985;1970;1960;1930;1905;1880,3.05;4.05;4.55;5.55;6.05;6.45,2022.91,-999.0,-999.0,-999.0,95.01,15.0,Extended,Non_cratonic,6,NSHA23CAT_V0.1_hmtk_declustered.csv
ZONE 24,Z024,area,3.0,1.0,1.0,5.0,2.5,10.0,0.0,20.0,999,4.5,3.2,7.5,7.3,7.7,2427.761,2935.367,1978.405,1.004,1.048,0.96,1.004,0.044,1985;1970;1960;1930;1905;1880,3.05;4.05;4.55;5.55;6.05;6.45,2022.91,-999.0,-999.0,-999.0,102.1,15.0,Cratonic,Cratonic,3,NSHA23CAT_V0.1_hmtk_declustered.csv
ZONE 25,Z025,area,6.0,1.0,1.0,10.0,5.0,15.0,0.0,20.0,999,4.5,3.3,7.7,7.5,7.9,4459.714,5720.111,3434.112,1.016,1.065,0.967,1.016,0.049,2000;1980;1964;1900,3.2;3.5;5.0;6.0,2022.91,-999.0,-999.0,-999.0,84.15,16.8,Extended,Non_cratonic,6,NSHA23CAT_V0.1_hmtk_declustered.csv
ZONE 26,Z026,area,3.0,1.0,1.0,5.0,2.5,10.0,0.0,20.0,999,4.5,3.2,7.5,7.3,7.7,5767.102,7313.664,4519.681,1.004,1.048,0.96,1.004,0.044,1985;1970;1960;1930;1905;1880,3.05;4.05;4.55;5.55;6.05;6.45,2022.91,-999.0,-999.0,-999.0,79.88,15.0,Cratonic,Cratonic,3,NSHA23CAT_V0.1_hmtk_declustered.csv
ZONE 27,Z027,area,3.0,1.0,1.0,5.0,2.5,10.0,0.0,20.0,999,4.5,3.3,7.5,7.3,7.7,2865.014,3476.489,2323.008,1.004,1.048,0.96,1.004,0.044,1985;1970;1960;1930;1905;1880,3.05;4.05;4.55;5.55;6.05;6.45,2022.91,-999.0,-999.0,-999.0,60.9,15.0,Cratonic,Cratonic,3,NSHA23CAT_V0.1_hmtk_declustered.csv
ZONE 31,Z031,area,3.0,1.0,1.0,5.0,2.5,10.0,0.0,20.0,999,4.5,3.2,7.5,7.3,7.7,1683.934,1975.373,1404.287,1.004,1.048,0.96,1.004,0.044,1985;1970;1960;1930;1905;1880,3.05;4.05;4.55;5.55;6.05;6.45,2022.91,-999.0,-999.0,-999.0,95.0,16.82,Cratonic,Cratonic,3,NSHA23CAT_V0.1_hmtk_declustered.csv
ZONE 32,Z032,area,1.0,1.0,1.0,5.0,2.5,10.0,0.0,20.0,999,4.5,3.2,7.3,7.1,7.5,6811.442,9598.701,4796.075,1.052,1.112,0.992,1.052,0.06,1985;1970;1960;1930;1905;1880,3.05;4.05;4.55;5.55;6.05;6.45,2022.91,-999.0,-999.0,-999.0,87.33,15.0,Cratonic,Cratonic,1,NSHA23CAT_V0.1_hmtk_declustered.csv
ZONE 34,Z034,area,1.0,1.0,1.1416,5.0,2.5,10.0,0.0,20.0,999,4.5,3.1,7.3,7.1,7.5,6451.832,8967.191,4606.064,1.052,1.112,0.992,1.052,0.06,1995;1970;1960;1930;1905;1880,3.05;3.95;4.55;5.55;6.05;6.55,2022.91,-999.0,-999.0,-999.0,34.05,28.64,Cratonic,Cratonic,1,NSHA23CAT_V0.1_hmtk_declustered.csv
ZONE 35,Z035,area,7.0,1.0,1.0,10.0,5.0,15.0,0.0,20.0,999,4.5,3.5,7.7,7.5,7.9,1272.153,2057.079,771.4905,1.084,1.198,0.97,1.084,0.114,2000;1990;1970;1960;1930;1900;1880,2.95;3.45;3.95;4.45;5.55;6.05;6.45,2022.91,-999.0,-999.0,-999.0,32.78,23.78,Extended,Non_cratonic,7,NSHA23CAT_V0.1_hmtk_declustered.csv
ZONE 36,Z036,area,7.0,1.0,1.0,10.0,5.0,15.0,0.0,20.0,999,4.5,3.5,7.7,7.5,7.9,4362.225,8965.881,2061.74,1.084,1.198,0.97,1.084,0.114,2000;1980;1964;1900,3.2;3.5;5.0;6.0,2022.91,-999.0,-999.0,-999.0,97.93,26.29,Extended,Non_cratonic,7,NSHA23CAT_V0.1_hmtk_declustered.csv
ZONE 37,Z037,area,7.0,1.0,1.016,10.0,5.0,15.0,0.0,20.0,999,4.5,3.6,7.7,7.5,7.9,4914.833,10238.39,2283.208,1.084,1.198,0.97,1.084,0.114,2000;1980;1964;1900,3.3;3.5;5.0;6.0,2022.91,-999.0,-999.0,-999.0,106.79,16.8,Extended,Non_cratonic,7,NSHA23CAT_V0.1_hmtk_declustered.csv
ZONE 38,Z038,area,6.0,1.0,1.1404,10.0,5.0,15.0,0.0,20.0,999,4.5,3.8,7.7,7.5,7.9,2671.307,2671.307,2671.307,1.016,1.065,0.967,1.016,0.049,1980;1964;1900,3.5;5.0;6.0,2022.934,-999.0,-999.0,-999.0,49.18,15.0,Extended,Non_cratonic,6,ISC-GEM_V9.1_hmtk_GK74_declustered_clip.csv
ZONE 6,Z006,area,7.0,1.0,1.0,10.0,5.0,15.0,0.0,20.0,999,4.5,3.5,7.7,7.5,7.9,1522.506,2751.189,789.8946,1.084,1.198,0.97,1.084,0.114,1990;1960;1945;1885,2.85;3.45;4.55;5.45,2022.91,-999.0,-999.0,-999.0,68.65,15.0,Extended,Non_cratonic,7,NSHA23CAT_V0.1_hmtk_declustered.csv
Southwestern Oceanic Buffer,SWOB,area,8.0,1.0,1.0,10.0,-999.0,-999.0,0.0,20.0,999,4.5,3.2,7.5,7.3,7.7,160.5036,154.9117,149.8599,1.0,1.1,0.9,1.0,0.1,2000;1980;1964;1900,3.2;3.5;5.0;6.0,2022.91,-999.0,-999.0,-999.0,121.23,15.53,Oceanic,Non_cratonic,8,NSHA23CAT_V0.1_hmtk_declustered.csv
