#File_name	N0	b_value	Area
D_150.50_-37.00_0.25	51.44	1.09	2469
D_150.50_-37.50_0.25	77.65	1.09	2453
D_150.50_-38.00_0.25	48.20	1.09	2437
D_151.00_-20.00_0.25	76.34	1.09	2896
D_151.00_-20.50_0.25	142.28	1.19	2887
D_151.00_-21.50_0.25	107.38	1.19	2868
D_151.00_-23.00_0.25	319.25	1.19	2838
D_151.00_-24.00_0.25	39.94	1.19	2817
D_151.00_-24.50_0.25	41.30	1.19	2806
D_151.00_-25.00_0.25	56.11	1.19	2795
D_151.00_-25.50_0.25	97.35	1.19	2784
D_151.00_-26.00_0.25	79.14	1.19	2772
D_151.00_-28.50_0.25	28.22	1.19	2712
D_151.00_-29.00_0.25	219.87	1.19	2699
D_151.00_-29.50_0.25	64.75	1.19	2687
D_151.00_-30.00_0.25	167.84	1.19	2673
D_151.00_-30.50_0.25	209.89	1.19	2660
D_151.00_-31.00_0.25	61.00	1.19	2647
D_151.00_-31.50_0.25	16.94	1.19	2633
D_151.00_-32.00_0.25	163.34	1.19	2619
D_151.00_-32.50_0.25	765.98	1.19	2605
D_151.00_-33.00_0.25	108.30	1.19	2591
D_151.00_-33.50_0.25	50.62	1.19	2576
D_151.00_-34.00_0.25	310.74	1.19	2561
D_151.00_-34.50_0.25	187.75	1.19	2546
D_151.00_-35.00_0.25	42.69	1.09	2531
D_151.00_-35.50_0.25	21.61	1.09	2516
D_151.00_-36.00_0.25	19.23	1.00	2501
D_151.00_-36.50_0.25	25.03	1.00	2485
D_151.00_-37.00_0.25	31.60	1.00	2469
D_151.00_-37.50_0.25	21.02	1.00	2453
D_151.50_-20.00_0.25	75.38	1.09	2896
D_151.50_-21.00_0.25	121.65	1.19	2877
D_151.50_-21.50_0.25	111.90	1.19	2868
D_151.50_-23.00_0.25	54.61	1.19	2838
D_151.50_-24.00_0.25	73.86	1.19	2817
D_151.50_-24.50_0.25	129.35	1.19	2806
D_151.50_-25.00_0.25	891.52	1.19	2795
D_151.50_-25.50_0.25	1384.22	1.19	2784
D_151.50_-26.00_0.25	203.85	1.19	2772
D_151.50_-26.50_0.25	263.01	1.19	2761
D_151.50_-27.00_0.25	26.97	1.19	2749
D_151.50_-29.50_0.25	228.33	1.19	2687
D_151.50_-30.00_0.25	247.60	1.19	2673
D_151.50_-30.50_0.25	154.47	1.19	2660
D_151.50_-31.00_0.25	220.76	1.19	2647
D_151.50_-32.00_0.25	44.49	1.19	2619
D_151.50_-32.50_0.25	177.68	1.19	2605
D_151.50_-33.00_0.25	2200.12	1.19	2591
D_151.50_-33.50_0.25	77.42	1.19	2576
D_151.50_-34.00_0.25	196.02	1.19	2561
D_151.50_-34.50_0.25	78.36	1.09	2546
D_151.50_-35.00_0.25	18.67	1.00	2531
D_151.50_-35.50_0.25	15.70	1.00	2516
D_151.50_-37.00_0.25	7.65	1.00	2469
D_151.50_-37.50_0.25	23.44	1.00	2453
D_151.50_-38.00_0.25	13.19	1.00	2437
D_151.50_-41.50_0.25	17.95	1.00	2318
D_152.00_-19.50_0.25	152.36	1.09	2905
D_152.00_-21.00_0.25	584.29	1.19	2877
D_152.00_-22.50_0.25	68.64	1.09	2848
D_152.00_-25.50_0.25	92.48	1.19	2784
D_152.00_-26.50_0.25	208.66	1.19	2761
D_152.00_-27.00_0.25	29.58	1.19	2749
D_152.00_-27.50_0.25	51.55	1.19	2737
D_152.00_-28.00_0.25	49.05	1.19	2725
D_152.00_-29.00_0.25	59.53	1.19	2699
D_152.00_-29.50_0.25	44.59	1.19	2687
D_152.00_-30.50_0.25	31.94	1.19	2660
D_152.00_-31.00_0.25	115.27	1.19	2647
D_152.00_-32.00_0.25	46.59	1.19	2619
D_152.00_-32.50_0.25	256.72	1.19	2605
D_152.00_-33.00_0.25	74.05	1.19	2591
D_152.00_-33.50_0.25	109.76	1.19	2576
D_152.00_-34.00_0.25	47.33	1.09	2561
D_152.00_-34.50_0.25	13.29	1.00	2546
D_152.00_-40.00_0.25	38.70	1.00	2370
D_152.50_-21.00_0.25	189.90	1.19	2877
D_152.50_-21.50_0.25	249.84	1.19	2868
D_152.50_-22.00_0.25	165.64	1.19	2858
D_152.50_-22.50_0.25	60.41	1.09	2848
D_152.50_-23.00_0.25	25.91	1.09	2838
D_152.50_-23.50_0.25	472.45	1.09	2828
D_152.50_-24.00_0.25	153.43	1.09	2817
D_152.50_-24.50_0.25	141.38	1.19	2806
D_152.50_-25.00_0.25	46.80	1.19	2795
D_152.50_-25.50_0.25	117.20	1.19	2784
D_152.50_-26.50_0.25	94.58	1.19	2761
D_152.50_-27.00_0.25	245.03	1.19	2749
D_152.50_-27.50_0.25	105.18	1.19	2737
D_152.50_-28.50_0.25	56.99	1.19	2712
D_152.50_-29.00_0.25	35.50	1.19	2699
D_152.50_-30.50_0.25	39.54	1.19	2660
D_152.50_-32.00_0.25	59.59	1.19	2619
D_152.50_-32.50_0.25	270.70	1.19	2605
D_152.50_-33.00_0.25	31.07	1.09	2591
D_152.50_-33.50_0.25	76.82	1.09	2576
D_152.50_-34.00_0.25	11.35	1.00	2561
D_152.50_-38.50_0.25	16.55	1.00	2420
D_153.00_-22.00_0.25	310.08	1.09	2858
D_153.00_-22.50_0.25	38.55	1.09	2848
D_153.00_-23.50_0.25	147.85	1.09	2828
D_153.00_-24.00_0.25	245.11	1.09	2817
D_153.00_-24.50_0.25	76.55	1.09	2806
D_153.00_-25.00_0.25	32.37	1.19	2795
D_153.00_-25.50_0.25	266.77	1.19	2784
D_153.00_-26.50_0.25	33.93	1.19	2761
D_153.00_-27.50_0.25	120.13	1.19	2737
D_153.00_-29.50_0.25	32.37	1.19	2687
D_153.00_-30.50_0.25	200.34	1.19	2660
D_153.00_-31.00_0.25	70.11	1.19	2647
D_153.00_-31.50_0.25	67.12	1.19	2633
D_153.00_-32.00_0.25	16.99	1.09	2619
D_153.00_-32.50_0.25	14.98	1.09	2605
D_153.00_-37.50_0.25	12.13	1.00	2453
D_153.00_-38.50_0.25	25.97	1.00	2420
D_153.50_-22.00_0.25	97.08	1.09	2858
D_153.50_-23.50_0.25	78.93	1.09	2828
D_153.50_-24.00_0.25	107.52	1.09	2817
D_153.50_-24.50_0.25	54.52	1.09	2806
D_153.50_-25.00_0.25	38.08	1.09	2795
D_153.50_-25.50_0.25	17.30	1.09	2784
D_153.50_-26.00_0.25	69.98	1.19	2772
D_153.50_-29.50_0.25	32.37	1.19	2687
D_153.50_-32.00_0.25	31.85	1.09	2619
D_154.00_-22.00_0.25	81.46	1.09	2858
D_154.00_-24.50_0.25	21.24	1.00	2806
D_154.00_-25.50_0.25	54.54	1.09	2784
D_154.00_-26.00_0.25	15.25	1.09	2772
D_154.00_-26.50_0.25	15.38	1.09	2761
D_154.00_-28.00_0.25	22.54	1.09	2725
D_154.50_-23.00_0.25	69.98	1.09	2838
D_154.50_-25.50_0.25	143.24	1.00	2784
D_154.50_-26.50_0.25	9.41	1.00	2761
D_154.50_-30.00_0.25	19.25	1.00	2673
D_154.50_-32.50_0.25	7.70	1.00	2605
D_154.50_-36.00_0.25	7.86	1.00	2501
D_155.00_-25.00_0.25	14.64	1.00	2795
D_155.00_-26.00_0.25	12.44	1.00	2772
D_155.00_-26.50_0.25	34.81	1.00	2761
D_155.00_-27.50_0.25	22.10	1.00	2737
D_155.00_-31.50_0.25	13.10	1.00	2633
D_155.00_-35.50_0.25	7.00	1.00	2516
