SRC_NAME,CODE,SRC_TYPE,CLASS,SRC_WEIGHT,RTE_ADJ_F,DEP_BEST,DEP_UPPER,DEP_LOWER,USD,LSD,OW_LSD,MIN_MAG,MIN_RMAG,MMAX_BEST,MMAX_LOWER,MMAX_UPPER,N0_BEST,N0_LOWER,N0_UPPER,BVAL_BEST,BVAL_LOWER,BVAL_UPPER,BVAL_FIX,BVAL_FIX_S,YCOMP,MCOMP,CAT_YMAX,PREF_STK,PREF_DIP,PREF_RKE,SHMAX,SHMAX_SIG,TRT,GMM_TRT,DOMAIN,CAT_FILE
Dalton,DAL,area,4.0,1.0,1.0,10.0,5.0,15.0,0.0,20.0,999,4.5,3.0,7.5,7.3,7.7,2855.606,3018.413,2605.096,1.238,1.277,1.199,1.238,0.039,1990;1960;1945;1885,2.85;3.45;4.55;5.45,2022.543,-999.0,-999.0,-999.0,74.72,15.0,Non_cratonic,Non_cratonic,4,NSHA23CAT_V0.1_hmtk_declustered.csv
Darnum,DAR,area,4.0,1.0,1.0,10.0,5.0,15.0,0.0,20.0,999,4.5,3.0,7.5,7.3,7.7,633.0222,497.7672,775.5025,1.238,1.277,1.199,1.238,0.039,1980;1970;1960;1950;1885,2.95;3.45;4.05;4.55;5.65,2022.543,-999.0,-999.0,-999.0,134.99,15.0,Non_cratonic,Non_cratonic,4,NSHA23CAT_V0.1_hmtk_declustered.csv
Deddick,DED,area,4.0,1.0,1.0,10.0,5.0,15.0,0.0,20.0,999,4.5,3.0,7.5,7.3,7.7,2436.799,2540.737,2243.628,1.238,1.277,1.199,1.238,0.039,1980;1970;1960;1950;1885,2.95;3.45;4.05;4.55;5.65,2022.543,-999.0,-999.0,-999.0,126.11,15.0,Non_cratonic,Non_cratonic,4,NSHA23CAT_V0.1_hmtk_declustered.csv
Denison,DEN,area,2.0,1.0,1.0,10.0,5.0,15.0,0.0,20.0,999,4.5,3.0,7.5,7.3,7.7,10748.14,13005.29,8765.86,1.314,1.36,1.268,1.314,0.046,1970;1960;1950;1885,2.95;4.05;4.55;5.65,2022.543,-999.0,-999.0,-999.0,97.84,15.0,Non_cratonic,Non_cratonic,2,NSHA23CAT_V0.1_hmtk_declustered.csv
Drummond,DMD,area,4.0,1.0,1.0,10.0,5.0,15.0,0.0,20.0,999,4.5,3.0,7.5,7.3,7.7,2319.782,2319.782,2319.782,1.238,1.277,1.199,1.238,0.039,2000;1990;1970;1960;1900;1880,2.95;3.45;3.95;4.45;6.05;6.45,2022.543,-999.0,-999.0,-999.0,41.94,15.0,Non_cratonic,Non_cratonic,4,NSHA23CAT_V0.1_hmtk_declustered.csv
East Sydney Basin,ESB,area,4.0,1.0,1.0,10.0,5.0,15.0,0.0,20.0,999,4.5,3.0,7.5,7.3,7.7,772.599,658.2878,889.1917,1.238,1.277,1.199,1.238,0.039,1990;1960;1945;1885,2.85;3.45;4.55;5.45,2022.543,-999.0,-999.0,-999.0,74.72,15.0,Non_cratonic,Non_cratonic,4,NSHA23CAT_V0.1_hmtk_declustered.csv
East Tasmania,ETA,area,4.0,1.0,1.0,10.0,5.0,15.0,0.0,20.0,999,4.5,3.0,7.5,7.3,7.7,1226.731,1186.006,1184.265,1.238,1.277,1.199,1.238,0.039,1970;1960;1945;1885,2.95;3.45;4.55;5.45,2022.543,-999.0,-999.0,-999.0,140.16,15.0,Non_cratonic,Non_cratonic,4,NSHA23CAT_V0.1_hmtk_declustered.csv
Eastern Highlands,EHI,area,4.0,1.0,1.0,10.0,5.0,15.0,0.0,20.0,999,4.5,3.0,7.5,7.3,7.7,2461.462,2578.912,2259.001,1.238,1.277,1.199,1.238,0.039,1980;1970;1960;1950;1885,2.95;3.45;4.05;4.55;5.65,2022.543,-999.0,-999.0,-999.0,126.11,15.0,Non_cratonic,Non_cratonic,4,NSHA23CAT_V0.1_hmtk_declustered.csv
Eucla,EUC,area,3.0,1.0,1.0,5.0,2.5,10.0,0.0,20.0,999,4.5,3.2,7.5,7.3,7.7,324.0908,324.3888,300.6649,0.946,0.989,0.903,0.946,0.043,1985;1970;1960;1905;1880,3.05;4.05;4.55;6.05;6.45,2022.543,-999.0,-999.0,-999.0,95.19,15.0,Cratonic,Cratonic,3,NSHA23CAT_V0.1_hmtk_declustered.csv
Eucumbene,EBN,area,4.0,1.0,1.0,10.0,5.0,15.0,0.0,20.0,999,4.5,3.0,7.5,7.3,7.7,1096.83,998.5021,1095.311,1.238,1.277,1.199,1.238,0.039,1980;1970;1960;1950;1885,2.95;3.45;4.05;4.55;5.65,2022.543,-999.0,-999.0,-999.0,126.11,15.0,Non_cratonic,Non_cratonic,4,NSHA23CAT_V0.1_hmtk_declustered.csv
Exmouth Plateau,EXP,area,7.0,1.0,1.0,10.0,5.0,15.0,0.0,20.0,999,4.5,3.8,7.7,7.5,7.9,6916.52,17637.01,2531.552,1.149,1.292,1.006,1.149,0.143,2000;1980;1964;1900,3.4;3.5;5.0;6.0,2022.543,-999.0,-999.0,-999.0,107.89,15.0,Extended,Non_cratonic,7,NSHA23CAT_V0.1_hmtk_declustered.csv
Flinders Island,FLI,area,5.0,1.0,1.0,10.0,5.0,15.0,0.0,20.0,999,4.5,3.0,7.5,7.3,7.7,390.7414,395.4755,378.3713,1.141,1.201,1.081,1.141,0.06,1970;1960;1945;1885,2.95;3.45;4.55;5.45,2022.543,-999.0,-999.0,-999.0,135.95,15.0,Extended,Non_cratonic,5,NSHA23CAT_V0.1_hmtk_declustered.csv
Forbes-Tumut,FBT,area,4.0,1.0,1.0,10.0,5.0,15.0,0.0,20.0,999,4.5,3.0,7.5,7.3,7.7,2019.515,2011.684,1914.745,1.238,1.277,1.199,1.238,0.039,1990;1960;1945;1885,2.85;3.45;4.55;5.45,2022.543,-999.0,-999.0,-999.0,80.32,15.0,Non_cratonic,Non_cratonic,4,NSHA23CAT_V0.1_hmtk_declustered.csv
Gascoyne,GAS,area,3.0,1.0,1.0,5.0,2.5,10.0,0.0,20.0,999,4.5,3.2,7.5,7.3,7.7,910.4989,1044.581,773.2776,0.946,0.989,0.903,0.946,0.043,1985;1985;1970;1960;1905;1880,3.05;3.55;4.05;4.55;6.05;6.45,2022.543,-999.0,-999.0,-999.0,97.83,15.0,Cratonic,Cratonic,3,NSHA23CAT_V0.1_hmtk_declustered.csv
Georgetown Block,GTB,area,1.0,1.0,1.0,5.0,2.5,10.0,0.0,20.0,999,4.5,3.3,7.3,7.1,7.5,334.9477,249.697,420.2232,1.064,1.113,1.015,1.064,0.049,2000;1990;1970;1960;1900;1880,2.95;3.45;3.95;4.45;6.05;6.45,2022.543,-999.0,-999.0,-999.0,24.41,15.0,Cratonic,Cratonic,1,NSHA23CAT_V0.1_hmtk_declustered.csv
Georgina Basin,GGB,area,1.0,1.0,1.0,5.0,2.5,10.0,0.0,20.0,999,4.5,3.3,7.3,7.1,7.5,124.344,62.80271,202.1915,1.064,1.113,1.015,1.064,0.049,1995;1970;1960;1905;1880,3.05;3.95;4.55;6.05;6.55,2022.543,-999.0,-999.0,-999.0,50.19,29.0,Cratonic,Cratonic,1,NSHA23CAT_V0.1_hmtk_declustered.csv
Gippsland,GIP,area,5.0,1.0,1.0,10.0,5.0,15.0,0.0,20.0,999,4.5,3.0,7.5,7.3,7.7,1125.622,1322.752,912.2584,1.141,1.201,1.081,1.141,0.06,1980;1970;1960;1950;1885,2.95;3.45;4.05;4.55;5.65,2022.543,-999.0,-999.0,-999.0,134.99,15.0,Extended,Non_cratonic,5,NSHA23CAT_V0.1_hmtk_declustered.csv
Grampians,GPN,area,4.0,1.0,1.0,10.0,5.0,15.0,0.0,20.0,999,4.5,3.0,7.5,7.3,7.7,815.1171,646.7364,989.656,1.238,1.277,1.199,1.238,0.039,1980;1970;1960;1950;1885,2.95;3.45;4.05;4.55;5.65,2022.543,-999.0,-999.0,-999.0,129.51,15.0,Non_cratonic,Non_cratonic,4,NSHA23CAT_V0.1_hmtk_declustered.csv
Gunnedah,GNH,area,4.0,1.0,1.0,10.0,5.0,15.0,0.0,20.0,999,4.5,3.0,7.5,7.3,7.7,1403.032,1271.267,1525.645,1.238,1.277,1.199,1.238,0.039,1980;1970;1960;1900;1880,3.05;3.95;4.45;6.05;6.45,2022.543,-999.0,-999.0,-999.0,60.14,15.0,Non_cratonic,Non_cratonic,4,NSHA23CAT_V0.1_hmtk_declustered.csv
Halls Creek,HLC,area,1.0,1.0,1.0,5.0,2.5,10.0,0.0,20.0,999,4.5,3.3,7.3,7.1,7.5,2475.807,2968.6,2005.824,1.064,1.113,1.015,1.064,0.049,1985;1970;1960;1905;1880,3.05;4.05;4.55;6.05;6.45,2022.543,-999.0,-999.0,-999.0,54.13,15.0,Cratonic,Cratonic,1,NSHA23CAT_V0.1_hmtk_declustered.csv
Hamersley,HAM,area,3.0,1.0,1.0,5.0,2.5,10.0,0.0,20.0,999,4.5,3.2,7.5,7.3,7.7,236.8862,222.9507,247.9852,0.946,0.989,0.903,0.946,0.043,1985;1970;1960;1905;1880,3.05;4.05;4.55;6.05;6.45,2022.543,-999.0,-999.0,-999.0,96.03,15.0,Cratonic,Cratonic,3,NSHA23CAT_V0.1_hmtk_declustered.csv
Heathcote,HEA,area,4.0,1.0,1.0,10.0,5.0,15.0,0.0,20.0,999,4.5,3.0,7.5,7.3,7.7,1164.458,1031.108,1288.851,1.238,1.277,1.199,1.238,0.039,1980;1970;1960;1950;1885,2.95;3.45;4.05;4.55;5.65,2022.543,-999.0,-999.0,-999.0,130.38,15.0,Non_cratonic,Non_cratonic,4,NSHA23CAT_V0.1_hmtk_declustered.csv
Hodgkinson Foldbelt,HKF,area,4.0,1.0,1.0,10.0,5.0,15.0,0.0,20.0,999,4.5,3.0,7.5,7.3,7.7,3781.833,3922.814,3494.006,1.238,1.277,1.199,1.238,0.039,2000;1990;1970;1960;1900;1880,2.95;3.45;3.95;4.45;6.05;6.45,2022.543,-999.0,-999.0,-999.0,14.06,15.0,Non_cratonic,Non_cratonic,4,NSHA23CAT_V0.1_hmtk_declustered.csv
Hume,HUM,area,4.0,1.0,1.0,10.0,5.0,15.0,0.0,20.0,999,4.5,3.0,7.5,7.3,7.7,1318.682,1200.465,1316.855,1.238,1.277,1.199,1.238,0.039,1990;1960;1945;1885,2.85;3.45;4.55;5.45,2022.543,-999.0,-999.0,-999.0,92.99,15.0,Non_cratonic,Non_cratonic,4,NSHA23CAT_V0.1_hmtk_declustered.csv
Illawarra,IWA,area,4.0,1.0,1.0,10.0,5.0,15.0,0.0,20.0,999,4.5,3.0,7.5,7.3,7.7,172.2247,172.2247,172.2247,1.238,1.277,1.199,1.238,0.039,1990;1960;1945;1885,2.85;3.45;4.55;5.45,2022.543,-999.0,-999.0,-999.0,74.72,15.0,Non_cratonic,Non_cratonic,4,NSHA23CAT_V0.1_hmtk_declustered.csv
Kangaroo Island,KGI,area,2.0,1.0,1.0,10.0,5.0,15.0,0.0,20.0,999,4.5,3.0,7.5,7.3,7.7,2078.539,2107.394,1913.408,1.314,1.36,1.268,1.314,0.046,1970;1960;1950;1885,2.95;4.05;4.55;5.65,2022.543,-999.0,-999.0,-999.0,117.11,15.0,Non_cratonic,Non_cratonic,2,NSHA23CAT_V0.1_hmtk_declustered.csv
Mt Lofty Ranges,MLR,area,2.0,1.0,1.0,10.0,5.0,15.0,0.0,20.0,999,4.5,3.0,7.5,7.3,7.7,4804.639,5440.691,4118.154,1.314,1.36,1.268,1.314,0.046,1970;1960;1950;1885,2.95;4.05;4.55;5.65,2022.543,-999.0,-999.0,-999.0,117.11,15.0,Non_cratonic,Non_cratonic,2,NSHA23CAT_V0.1_hmtk_declustered.csv
Kimberley,KIM,area,1.0,1.0,1.0,5.0,2.5,10.0,0.0,20.0,999,4.5,3.3,7.3,7.1,7.5,1968.519,2293.818,1626.783,1.064,1.113,1.015,1.064,0.049,1985;1970;1960;1905;1880,3.05;4.05;4.55;6.05;6.45,2022.543,-999.0,-999.0,-999.0,59.87,15.0,Cratonic,Cratonic,1,NSHA23CAT_V0.1_hmtk_declustered.csv
Korumba Basin,KBB,area,1.0,1.0,1.0,5.0,2.5,10.0,0.0,20.0,999,4.5,3.3,7.3,7.1,7.5,499.6036,499.6036,499.6036,1.064,1.113,1.015,1.064,0.049,1995;1970;1960;1905;1880,3.05;3.95;4.55;6.05;6.55,2022.543,-999.0,-999.0,-999.0,85.3,58.47,Cratonic,Cratonic,1,NSHA23CAT_V0.1_hmtk_declustered.csv
Laura Basin,LRB,area,4.0,1.0,1.0,10.0,5.0,15.0,0.0,20.0,999,4.5,3.0,7.5,7.3,7.7,1737.665,1737.665,1737.665,1.238,1.277,1.199,1.238,0.039,2000;1990;1970;1960;1900;1880,2.95;3.45;3.95;4.45;6.05;6.45,2022.543,-999.0,-999.0,-999.0,94.74,72.55,Non_cratonic,Non_cratonic,4,NSHA23CAT_V0.1_hmtk_declustered.csv
Leigh Creek,LEC,area,2.0,1.0,1.0,10.0,5.0,15.0,0.0,20.0,999,4.5,3.0,7.5,7.3,7.7,9769.003,11744.71,8007.886,1.314,1.36,1.268,1.314,0.046,1970;1960;1950;1885,2.95;4.05;4.55;5.65,2022.543,-999.0,-999.0,-999.0,97.88,15.0,Non_cratonic,Non_cratonic,2,NSHA23CAT_V0.1_hmtk_declustered.csv
Mackay,MAC,area,4.0,1.0,1.0,10.0,5.0,15.0,0.0,20.0,999,4.5,3.3,7.5,7.3,7.7,6090.553,6331.236,5566.07,1.238,1.277,1.199,1.238,0.039,2000;1990;1970;1960;1900;1880,2.95;3.45;3.95;4.45;6.05;6.45,2022.543,-999.0,-999.0,-999.0,36.06,15.0,Non_cratonic,Non_cratonic,4,NSHA23CAT_V0.1_hmtk_declustered.csv
Mallacoota,MAL,area,4.0,1.0,1.0,10.0,5.0,15.0,0.0,20.0,999,4.5,3.0,7.5,7.3,7.7,2272.62,2263.807,2154.719,1.238,1.277,1.199,1.238,0.039,1990;1970;1960;1950;1885,2.95;3.45;4.05;4.55;5.65,2022.543,-999.0,-999.0,-999.0,116.86,15.0,Non_cratonic,Non_cratonic,4,NSHA23CAT_V0.1_hmtk_declustered.csv
Gladstone,GLD,area,7.0,1.0,1.0,10.0,5.0,15.0,0.0,20.0,999,4.5,3.2,7.7,7.5,7.9,2152.486,4778.09,925.5993,1.149,1.292,1.006,1.149,0.143,1980;1965;1900;1880,2.95;4.45;6.05;6.45,2022.543,-999.0,-999.0,-999.0,52.42,15.0,Extended,Non_cratonic,7,NSHA23CAT_V0.1_hmtk_declustered.csv
McArthur,MCA,area,1.0,1.0,1.0,5.0,2.5,10.0,0.0,20.0,999,4.5,3.3,7.3,7.1,7.5,314.0371,257.3827,364.7582,1.064,1.113,1.015,1.064,0.049,1995;1970;1960;1905;1880,3.05;3.95;4.55;6.05;6.55,2022.543,-999.0,-999.0,-999.0,26.73,15.0,Cratonic,Cratonic,1,NSHA23CAT_V0.1_hmtk_declustered.csv
Merimbula,MIM,area,4.0,1.0,1.0,10.0,5.0,15.0,0.0,20.0,999,4.5,3.0,7.5,7.3,7.7,2666.816,2734.683,2482.423,1.238,1.277,1.199,1.238,0.039,1990;1970;1960;1950;1885,2.95;3.45;4.05;4.55;5.65,2022.543,-999.0,-999.0,-999.0,95.79,21.07,Non_cratonic,Non_cratonic,4,NSHA23CAT_V0.1_hmtk_declustered.csv
Merredin,MER,area,1.0,1.0,1.0,5.0,2.5,10.0,0.0,20.0,999,4.5,3.2,7.3,7.1,7.5,5620.385,7298.803,4293.03,1.064,1.113,1.015,1.064,0.049,1980;1960;1950;1900;1880,3.15;3.55;4.55;5.65;6.45,2022.543,-999.0,-999.0,-999.0,88.46,15.0,Cratonic,Cratonic,1,NSHA23CAT_V0.1_hmtk_declustered.csv
Mornington,MTN,area,5.0,1.0,1.0,10.0,5.0,15.0,0.0,20.0,999,4.5,3.0,7.5,7.3,7.7,562.2602,590.3326,486.839,1.141,1.201,1.081,1.141,0.06,1980;1970;1960;1950;1885,2.95;3.45;4.05;4.55;5.65,2022.543,-999.0,-999.0,-999.0,134.56,15.0,Extended,Non_cratonic,5,NSHA23CAT_V0.1_hmtk_declustered.csv
Mt Isa,MIS,area,1.0,1.0,0.9999,5.0,2.5,10.0,0.0,20.0,999,4.5,3.3,7.3,7.1,7.5,803.1783,803.1783,803.1783,1.064,1.113,1.015,1.064,0.049,1995;1970;1960;1905;1880,3.05;3.95;4.55;6.05;6.55,2022.543,-999.0,-999.0,-999.0,89.42,15.0,Cratonic,Cratonic,1,NSHA23CAT_V0.1_hmtk_declustered.csv
Murray Darling,MDG,area,4.0,1.0,1.0,10.0,5.0,15.0,0.0,20.0,999,4.5,3.0,7.5,7.3,7.7,572.7842,450.3999,701.7061,1.238,1.277,1.199,1.238,0.039,1980;1970;1960;1950;1885,2.95;3.45;4.05;4.55;5.65,2022.543,-999.0,-999.0,-999.0,102.23,15.0,Non_cratonic,Non_cratonic,4,NSHA23CAT_V0.1_hmtk_declustered.csv
Murray Shelf,MYS,area,4.0,1.0,1.0,10.0,5.0,15.0,0.0,20.0,999,4.5,3.0,7.5,7.3,7.7,2153.209,2208.005,2004.328,1.238,1.277,1.199,1.238,0.039,1980;1970;1960;1950;1885,2.95;3.45;4.05;4.55;5.65,2022.543,-999.0,-999.0,-999.0,117.22,15.0,Non_cratonic,Non_cratonic,4,NSHA23CAT_V0.1_hmtk_declustered.csv
Musgrave Block,MUS,area,3.0,1.0,1.0,5.0,2.5,10.0,0.0,20.0,999,4.5,3.2,7.5,7.3,7.7,1221.046,1407.457,1033.487,0.946,0.989,0.903,0.946,0.043,1995;1970;1960;1905;1880,3.05;3.95;4.55;6.05;6.55,2022.543,-999.0,-999.0,-999.0,56.62,15.0,Cratonic,Cratonic,3,NSHA23CAT_V0.1_hmtk_declustered.csv
Naturaliste Plateau,NLP,area,7.0,1.0,1.0,10.0,5.0,15.0,0.0,20.0,999,4.5,3.2,7.7,7.5,7.9,4853.99,9284.28,2286.911,1.149,1.292,1.006,1.149,0.143,2000;1980;1964;1900,3.2;3.5;5.0;6.0,2022.543,-999.0,-999.0,-999.0,90.61,15.0,Extended,Non_cratonic,7,NSHA23CAT_V0.1_hmtk_declustered.csv
Newcastle,NEW,area,4.0,1.0,1.0,10.0,5.0,15.0,0.0,20.0,999,4.5,3.0,7.5,7.3,7.7,1313.3,1189.962,1428.072,1.238,1.277,1.199,1.238,0.039,1980;1970;1960;1900;1880,3.05;3.95;4.45;6.05;6.45,2022.543,-999.0,-999.0,-999.0,61.78,15.0,Non_cratonic,Non_cratonic,4,NSHA23CAT_V0.1_hmtk_declustered.csv
